index,word,pinyin,origin
30466,等闲,,
30467,对角线,,
30468,吨公里,,
30469,多愁善感,,
30470,多劳多得,,
30471,非人,,佛源
30472,废寝忘食,,
30473,封疆,,
30474,浮标,,
30475,共管,,
30476,官位,,
30477,光通信,,
30478,归降,,
30479,国际歌,,外来
30480,海角,,
30481,毫无疑义,,
30482,喝醉,,
30483,胡诌,,
30484,花甲,,
30485,皇族,,
30486,黄澄澄,,
30487,烩,,
30488,积重难返,,
30489,继承权,,
30490,僵死,,
30491,角门,,
30492,节律,,
30493,晶莹剔透,,
30494,军乐,,
30495,开绿灯,,
30496,凯旋门,,
30497,坑人,,
30498,狂暴,,
30499,老伙计,,
30500,临了,,
30501,留用,,
30502,麦草,,
30503,美其名曰,,
30504,冒顶,,
30505,门神,,
30506,麋鹿,,
30507,免予,,
30508,木鱼,,
30509,凝眸,,
30510,牛鼻子,,
30511,女招待,,
30512,炮轰,,
30513,凄清,,
30514,切面,,
30515,请帖,,
30516,如虎添翼,,
30517,儒者,,
30518,丧胆,,
30519,商海,,
30520,神似,,
30521,盛怒,,
30522,失势,,
30523,史官,,
30524,树桩,,
30525,双料,,
30526,水饺,,
30527,搜刮,,
30528,特赦,,
30529,同道,,
30530,土地庙,,
30531,歪歪扭扭,,
30532,王侯,,
30533,畏罪,,
30534,文辞,,
30535,无机物,,
30536,无止境,,
30537,夏夜,,
30538,相左,,
30539,香烛,,
30540,小户,,
30541,心潮澎湃,,
30542,胸臆,,
30543,羞于,,
30544,血栓,,
30545,循环系统,,
30546,遥相呼应,,
30547,遥想,,
30548,衣带,,
30549,依傍,,
30550,隐伏,,
30551,油船,,
30552,月全食,,
30553,张牙舞爪,,
30554,昭雪,,
30555,照准,,
30556,蛰伏,,
30557,整装待发,,
30558,政出多门,,
30559,中看,,
30560,诸葛,,
30561,诸公,,
30562,自作主张,,
30563,醉醺醺,,
30564,安全帽,,
30565,包抄,,
30566,保收,,
30567,报警器,,
30568,倍数,,
30569,比邻,,
30570,采购员,,
30571,苍山,,
30572,茶农,,
30573,车组,,
30574,赤红,,
30575,传布,,
30576,垂青,,
30577,唇膏,,
30578,磁体,,
30579,村舍,,
30580,达观,,
30581,大牙,,
30582,当权派,,
30583,电焊,,
30584,洞子,,
30585,独辟蹊径,,
30586,独生子,,
30587,端口,,
30588,放枪,,
30589,风吹草动,,佛源
30590,风笛,,
30591,风琴,,
30592,风势,,
30593,甘霖,,
30594,甘油,,
30595,一文不值,,
30596,各尽所能,,
30597,各有千秋,,
30598,根须,,
30599,合编,,
30600,和盘托出,,
30601,和棋,,
30602,红土,,
30603,滑溜,,
30604,黄鱼,,
30605,火龙,,
30606,加码,,
30607,见笑,,
30608,渐变,,
30609,僵尸,,
30610,浇注,,
30611,禁赌,,
30612,惊涛,,
30613,锯齿,,
30614,绝收,,
30615,抗菌素,,
30616,浪涛,,
30617,冷库,,
30618,利己主义,,
30619,乱蓬蓬,,
30620,骂娘,,
30621,没门儿,,
30622,男女关系,,
30623,平复,,
30624,欺行霸市,,
30625,抢白,,
30626,亲耳,,
30627,雀跃,,
30628,确证,,
30629,群起,,
30630,染指,,
30631,人身保险,,
30632,人行横道,,
30633,肉质,,
30634,入情入理,,
30635,散文诗,,
30636,诗话,,
30637,侍弄,,
30638,顺当,,
30639,耸人听闻,,
30640,抬杠,,
30641,提纯,,
30642,天南海北,,佛源
30643,万全,,
30644,献殷勤,,
30645,相让,,
30646,消炎,,
30647,小型张,,
30648,鞋匠,,
30649,心寒,,
30650,虚设,,
30651,循规蹈矩,,
30652,雅座,,
30653,一言为定,,
30654,衣箱,,
30655,夷为平地,,
30656,银币,,
30657,鱼缸,,
30658,鱼米之乡,,
30659,远房,,
30660,越野赛,,
30661,云量,,
30662,再不然,,
30663,渣滓,,
30664,瞻前顾后,,
30665,征稿,,
30666,整饬,,
30667,植根,,
30668,忠魂,,
30669,主使,,
30670,主诉,,
30671,自助餐,,
30672,罪大恶极,,
30673,佰,,
30674,颁行,,
30675,报功,,
30676,笔头儿,,
30677,遍体鳞伤,,
30678,辩白,,
30679,补考,,
30680,补品,,
30681,长啸,,
30682,超薄,,
30683,臭名,,
30684,出尔反尔,,
30685,粗浅,,
30686,大年三十,,
30687,单列,,
30688,倒头,,
30689,点数,,
30690,斗嘴,,
30691,断代,,
30692,多时,,
30693,发胖,,
30694,法老,,外来
30695,拂袖,,
30696,负疚,,
30697,敢问,,
30698,感怀,,
30699,公法,,
30700,行家里手,,
30701,号啕,,
30702,核磁共振,,
30703,黑哨,,
30704,昏花,,
30705,混日子,,
30706,积习,,
30707,急骤,,
30708,急转直下,,
30709,夹板,,
30710,肩背,,
30711,肩胛,,
30712,剑拔弩张,,
30713,紧箍咒,,
30714,紧锁,,
30715,禁绝,,
30716,经管,,
30717,经验主义,,
30718,警风,,
30719,酒窝,,
30720,举债,,
30721,口风,,
30722,枯水期,,
30723,礼赞,,佛源
30724,理工科,,
30725,连体,,
30726,脸盘儿,,
30727,落落大方,,
30728,满目疮痍,,
30729,明处,,
30730,摩托艇,,
30731,脑神经,,
30732,谱儿,,
30733,旗开得胜,,
30734,启运,,
30735,千钧一发,,
30736,牵牛花,,
30737,人浮于事,,
30738,忍让,,
30739,射电望远镜,,
30740,殷红,,
30741,生辰,,
30742,食言,,
30743,市侩,,
30744,瘦子,,
30745,双轨,,
30746,丝织,,
30747,碎裂,,
30748,踏访,,
30749,踏青,,
30750,太平间,,
30751,题诗,,
30752,甜味儿,,
30753,跳绳,,
30754,铁杆,,
30755,铜墙铁壁,,
30756,涂炭,,
30757,土族,,
30758,无着,,
30759,脑残,,
30760,下联,,
30761,弦子,,
30762,销赃,,
30763,信任感,,
30764,行乐,,
30765,雄关,,
30766,养路费,,
30767,腰椎,,
30768,摇滚乐,,
30769,遥遥无期,,
30770,以理服人,,
30771,阴沟,,
30772,英气,,
30773,应召,,
30774,忧思,,
30775,悠然自得,,
30776,幼女,,
30777,在所不惜,,
30778,赠品,,日源
30779,展露,,
30780,展室,,
30781,镇痛,,日源
30782,征讨,,
30783,智囊团,,
30784,自伤,,
30785,坐堂,,
30786,爱神,,
30787,安分守已,,
30788,绑匪,,
30789,保证书,,
30790,鄙薄,,
30791,铲子,,
30792,扯谎,,
30793,沉渣,,
30794,成对,,
30795,乘便,,
30796,传讯,,
30797,春游,,
30798,从医,,
30799,寸草不生,,佛源
30800,鞑靼,,外来
30801,打从,,
30802,大雅之堂,,
30803,旦角儿,,
30804,低能,,
30805,荻,,
30806,夺路,,
30807,亚行,,
30808,犯病,,
30809,饭桶,,
30810,奋起直追,,
30811,入土为安,,
30812,风湿病,,
30813,梗塞,,
30814,工业国,,
30815,公敌,,
30816,公物,,
30817,功亏一篑,,
30818,挂失,,
30819,归档,,
30820,归天,,
30821,诡谲,,
30822,横冲直撞,,
30823,后影,,
30824,囫囵,,外来
30825,互让,,
30826,汇款单,,
30827,火冒三丈,,
30828,基座,,
30829,甲等,,
30830,钾盐,,
30831,奸人,,
30832,坚忍,,
30833,兼收并蓄,,
30834,降压,,
30835,浸染,,
30836,旧物,,
30837,均值,,
30838,峻岭,,
30839,克己,,
30840,困窘,,
30841,癞蛤蟆,,
30842,老酒,,
30843,利欲熏心,,
30844,连缀,,
30845,淋,lìn,
30846,骂骂咧咧,,
30847,冒尖,,
30848,美男子,,
30849,奶茶,,
30850,年表,,
30851,排版,,
30852,排骨,,
30853,聘用制,,
30854,平行线,,
30855,叵测,,佛源
30856,千奇百怪,,佛源
30857,圈地,,
30858,人欲,,
30859,如获至宝,,
30860,入神,,
30861,塞北,,
30862,沙暴,,
30863,闪光灯,,
30864,生离死别,,
30865,失魂落魄,,
30866,食量,,
30867,手淫,,
30868,叔伯,,
30869,双人床,,
30870,水军,,
30871,顺乎,,
30872,送终,,
30873,提亲,,
30874,托福,,
30875,外海,,
30876,违宪,,
30877,文才,,
30878,西文,,
30879,洗牌,,
30880,香槟,,外来
30881,心细,,
30882,星星之火,,
30883,行包,,
30884,幸运儿,xìng yùn ér,
30885,旭日,,
30886,迅捷,,
30887,哑剧,,
30888,言外之意,,
30889,研习,,
30890,耀武扬威,,
30891,遗恨,,
30892,连根拔起,,
30893,疑义,,
30894,预演,,
30895,乐谱,,
30896,云游,,
30897,曾孙,,
30898,站牌,,
30899,职高,,
30900,致密,,
30901,主人家,,
30902,柱石,,
30903,转圜,,
30904,走穴,,
30905,组织性,,
30906,钻空子,,
30907,阿拉伯语,,
30908,被刺,,
30909,避雨,,
30910,冰凌,,
30911,不可同日而语,,
30912,布雷,,
30913,布展,,
30914,簿子,,
30915,侧门,,
30916,偿命,,
30917,承包制,,
30918,吃素,,
30919,斗志昂扬,,
30920,重审,,
30921,初赛,,
30922,大班,,
30923,做派,,
30924,大义凛然,,
30925,倒毙,,
30926,等号,,
30927,匪夷所思,,
30928,风景如画,,
30929,缝补,,
30930,俯伏,,
30931,盖世,,
30932,高不可攀,,
30933,胳膊肘儿,,
30934,古风,,
30935,观瞻,,
30936,鬼门关,,
30937,喊话,,
30938,红眼,,
30939,祸患,,
30940,饥寒交迫,,
30941,鸡笼,,
30942,集市贸易,,
30943,荠菜,,
30944,简史,,
30945,进口额,,
30946,旧制,,
30947,绝句,,
30948,课件,,
30949,空巢,,
30950,空当,,
30951,劳碌,,
30952,老实巴交,,
30953,磊落,,
30954,两全其美,,
30955,领办,,
30956,琉璃瓦,,
30957,茅坑,,
30958,谜语,,
30959,谋面,,
30960,排卵,,
30961,碰杯,,
30962,匹夫,,
30963,偏好,,
30964,贫民窟,,
30965,破落,,
30966,亲子,,
30967,轻纱,,
30968,清朗,,
30969,煽惑,,
30970,上班族,,
30971,上首,,佛源
30972,神智,,
30973,生殖器,,
30974,师表,,
30975,食油,,
30976,说到做到,,
30977,死不瞑目,,
30978,冤枉路,,
30979,汤圆,,
30980,条凳,,
30981,童趣,,
30982,瓦片,,
30983,网开一面,,
30984,纹路,,
30985,无可比拟,,
30986,洗劫,,
30987,虾米,,
30988,骁将,,
30989,消夏,,
30990,小引,,
30991,邪路,,
30992,信不过,,
30993,行得通,,
30994,胸罩,,
30995,雪人,,
30996,烟鬼,,
30997,盐分,,
30998,掩蔽,,
30999,一钱不值,,
31000,操作系统,,
31001,淫荡,,
31002,诱敌,,
31003,与人为善,,
31004,展播,,
31005,贞节,,
31006,中空,,
31007,煮沸,,
31008,半死不活,,
31009,半圆形,,
31010,保外就医,,
31011,暴君,,
31012,卑贱,,
31013,宾语,,
31014,茶会,,
31015,差旅费,,
31016,常绿,,
31017,超量,,
31018,聪颖,,
31019,粗粮,,
31020,打圆场,,
31021,大嫂子,,
31022,道听途说,,
31023,稻种,,
31024,定式,,
31025,动手动脚,,
31026,度数,,
31027,婀娜多姿,,
31028,方凳,,
31029,费尽心机,,
31030,风雨飘摇,,
31031,佛爷,,
31032,复转,,
31033,岗哨,,
31034,搞笑,,
31035,过奖,,
31036,荷枪实弹,,
31037,黑云,,
31038,恒久,,
31039,胡言乱语,,
31040,花名册,,
31041,火山口,,
31042,夹层,,
31043,家丑,,
31044,交通警察,,
31045,谨严,,
31046,军力,,
31047,刊行,,
31048,空姐,,
31049,老辈,,
31050,雷霆,,
31051,留成,,
31052,六指,,
31053,满满当当,,
31054,灭火器,,
31055,名山大川,,
31056,明哲保身,,
31057,莫衷一是,,
31058,嫩芽,,
31059,涅槃,,佛源;外来
31060,拍胸脯,,
31061,排雷,,
31062,纰漏,,
31063,毗连,,
31064,譬喻,,
31065,七绝,,
31066,气态,,
31067,青云,,
31068,情场,,
31069,取保候审,,
31070,日志,,
31071,绒布,,
31072,容光焕发,,
31073,如花似玉,,佛源
31074,山岩,,
31075,上劲,,
31076,受雇,,
31077,受累,shòu lèi,
31078,聘期,,
31079,顺道,,
31080,私奔,,
31081,松涛,,
31082,随机应变,,
31083,踏雪,,
31084,恬淡,,
31085,通好,,
31086,痛饮,,
31087,万水千山,,
31088,伪善,,
31089,无恶不作,,佛源
31090,无坚不摧,,
31091,销魂,,
31092,小便宜,,
31093,小题大做,,
31094,行刺,,
31095,嘘寒问暖,,
31096,学生证,,
31097,雅号,,
31098,一览,,
31099,一盘散沙,,
31100,疑犯,,
31101,垃圾股,,
31102,用料,,
31103,油菜花,,
31104,油松,,
31105,游乐园,,
31106,有份,,
31107,乐手,,
31108,跃然纸上,,
31109,昭著,,
31110,重磅,,
31111,重剑,,
31112,骤起,,
31113,转卖,,
31114,撰稿人,,
31115,追悔,,
31116,暴怒,,
31117,暴政,,
31118,鼻头,,
31119,不可理喻,,
31120,草屋,,
31121,炊事,,
31122,大粪,,
31123,单杠,,
31124,点染,,佛源
31125,毒辣,,
31126,煅,,
31127,对过,,
31128,多虑,,
31129,反锁,,
31130,放疗,,
31131,肥美,,
31132,分科,,
31133,丰润,,
31134,风吹雨打,,
31135,概括性,,
31136,矸石,,
31137,钢盔,,
31138,攻守,,
31139,怪兽,,
31140,函件,,
31141,嗥,,
31142,坏东西,,
31143,换钱,,
31144,换药,,
31145,荒岛,,
31146,黄鳝,,
31147,昏昏欲睡,,
31148,吉日,,
31149,纪念塔,,
31150,奸诈,,
31151,见分晓,,
31152,见外,,
31153,讲评,,
31154,将官,,
31155,金枪鱼,,
31156,据守,,
31157,君主立宪,,
31158,抗干扰,,
31159,空白点,,
31160,扣发,,
31161,窥伺,,
31162,劳顿,,
31163,老花镜,,
31164,礼宾,,
31165,两码事,,
31166,另起炉灶,,
31167,蚂蚱,,
31168,密友,,
31169,妙不可言,,
31170,茉莉,,外来
31171,莫不是,,
31172,耐热,,
31173,匿名信,,
31174,皮夹克,,
31175,品茶,,
31176,平直,,
31177,婆母,,
31178,乞怜,,
31179,浅色,,
31180,欠条,,
31181,秦俑,,
31182,寝食,,
31183,轻捷,,佛源
31184,三月三,,
31185,上套,,
31186,食性,,
31187,手谕,,
31188,首恶,,
31189,琐屑,,
31190,贪恋,,
31191,弹压,,
31192,天穹,,
31193,天文馆,,
31194,天真无邪,,
31195,调笑,,
31196,外传,wài chuán,
31197,铁血,,
31198,同党,,
31199,土葬,,
31200,西学,,
31201,下坠,,
31202,嫌恶,,
31203,显要,,
31204,香椿,,
31205,休憩,,
31206,噱头,,
31207,血小板,,
31208,要犯,,
31209,一概而论,,
31210,怡然,,
31211,意下,,
31212,因袭,,
31213,映射,,
31214,有板有眼,,
31215,有心,,
31216,渔网,,
31217,舆情,,
31218,骤降,,
31219,住校,,
31220,子嗣,,
31221,足智多谋,,
31222,按理,,
31223,并吞,,
31224,不欢而散,,
31225,草食,,
31226,春蚕,,
31227,大动作,,
31228,大气磅礴,,
31229,大肉,,
31230,灯谜,,
31231,电子垃圾,,
31232,断奶,,
31233,房山,,
31234,丰盈,,
31235,讣告,,
31236,复读,,
31237,改朝换代,,
31238,高精尖,,
31239,滚圆,,
31240,海疆,,
31241,海军航空兵,,
31242,湖心,,
31243,互谅,,
31244,护兵,,
31245,欢娱,,
31246,还愿,,
31247,荒淫,,
31248,晃悠,,
31249,回暖,,
31250,火情,,
31251,货品,,
31252,济事,,
31253,剪贴,,
31254,毽子,,
31255,解密,,
31256,筋疲力尽,,
31257,进账,,
31258,精瘦,,
31259,拒付,,
31260,绝对真理,,
31261,可卡因,,外来
31262,狂吠,,
31263,狂呼,,
31264,来劲,,
31265,冷凝,,
31266,烈属,,
31267,猎取,,
31268,临门,,
31269,零落,,
31270,龙船,,
31271,卖唱,,
31272,慢腾腾,,
31273,没底,,
31274,煤炉,,
31275,霉烂,,
31276,木头人儿,,
31277,内廷,,
31278,拟议,,
31279,女角,,
31280,翩然,,
31281,铺陈,,
31282,杞人忧天,,
31283,全影,,
31284,墙脚,,
31285,怯生,,
31286,蜷曲,,
31287,犬吠,,
31288,群像,,
31289,嚷叫,,
31290,热带风暴,,
31291,认账,,
31292,熔岩,,
31293,沙袋,,
31294,收编,,
31295,首季,,
31296,树杈,,
31297,庶民,,
31298,私盐,,
31299,逃散,,
31300,替身,,
31301,通读,,
31302,万难,,
31303,萎靡,,
31304,问安,,
31305,闲书,,
31306,虚汗,,
31307,癣,,
31308,一霎,,
31309,英亩,,
31310,永存,,
31311,云雀,,
31312,宰客,,
31313,在行,,
31314,招安,,
31315,真品,,
31316,正厅,,
31317,智取,,
31318,烛台,,
31319,主销,,
31320,追捧,,
31321,着墨,,
31322,自不待言,,
31323,自圆其说,,
31324,字据,,
31325,座次,,
31326,拜寿,,
31327,版式,,
31328,绑票,,
31329,包月,,
31330,本族,,
31331,兵舰,,
31332,不足为怪,,
31333,车程,,
31334,车体,,
31335,晨雾,,
31336,冲积,,
31337,出乱子,,
31338,传阅,,
31339,存档,,
31340,大襟,,
31341,丹心,,
31342,佃农,,
31343,丢面子,,
31344,多此一举,,
31345,恶棍,,
31346,发紧,,
31347,反复无常,,
31348,放风,,
31349,费钱,,
31350,扶正,,
31351,复位,,
31352,复杂劳动,,
31353,隔音,,
31354,故去,,
31355,寡母,,
31356,国标,,
31357,罕有,,
31358,耗材,,
31359,合家,,
31360,黑痣,,
31361,横眉,,
31362,化整为零,,
31363,环岛,,
31364,恍如,,
31365,回潮,,
31366,昏庸,,
31367,集锦,,
31368,辑录,,
31369,记功,,
31370,纪念封,,
31371,检视,,
31372,交汇点,,
31373,浇铸,,
31374,节支,,
31375,紧随,,
31376,举手投足,,
31377,聚光灯,,
31378,砍刀,,
31379,空战,,
31380,猪手,,
31381,领班,,
31382,留驻,,
31383,马到成功,,
31384,毛毛虫,,
31385,没影儿,,
31386,煤渣,,
31387,梦呓,,
31388,名节,,
31389,墓道,,
31390,墓志,,
31391,盘根错节,,
31392,匹敌,,
31393,品类,,
31394,平抑,,
31395,起早贪黑,,
31396,铅字,,
31397,纤夫,,
31398,球鞋,,
31399,曲剧,,
31400,惹不起,,
31401,三教九流,,
31402,山火,,
31403,深谋远虑,,
31404,尸骸,,
31405,势不两立,,
31406,四边,,
31407,调养,,
31408,微调,,
31409,文山会海,,
31410,问心无愧,,
31411,晤谈,,
31412,戏班,,
31413,瞎话,,
31414,下辈子,,
31415,先兆,,
31416,县太爷,,
31417,相类,,
31418,想头,,
31419,笑脸相迎,,
31420,效尤,,
31421,斜视,,
31422,锈迹,,
31423,续集,,
31424,蓄谋,,
31425,严以律己,,
31426,腰酸,,
31427,夜宿,,
31428,旖旎,,
31429,隐讳,,
31430,尤物,,
31431,有零,,
31432,酉,,
31433,针剂,,
31434,专署,,
31435,追根,,
31436,真率,,
31437,自绝,,
31438,综合征,,
31439,左倾,,日源
31440,版税,,
31441,保本,,
31442,编审,,
31443,编钟,,
31444,便服,,
31445,别号,,
31446,病状,,
31447,不出所料,,
31448,不爽,,
31449,步履维艰,,
31450,沧海桑田,,
31451,草鱼,,
31452,侧影,,
31453,闪存,,
31454,恻隐,,
31455,差役,,
31456,成趣,,
31457,春种,,
31458,打坐,,佛源
31459,大操大办,,
31460,大大咧咧,,
31461,单刀直入,,佛源
31462,当政,,
31463,登临,,
31464,低产,,
31465,低声下气,,
31466,电容,,
31467,凋敝,,
31468,订正,,
31469,冬闲,,
31470,豆油,,
31471,发威,,
31472,发晕,,
31473,俯仰,,
31474,高低杠,,
31475,供桌,,
31476,姑娘家,,
31477,官阶,,
31478,管弦乐,,
31479,光圈,,
31480,过关斩将,,
31481,合同工,,
31482,黑纱,,
31483,红烧肉,,
31484,画布,,
31485,昏乱,,
31486,活用,,
31487,急病,,
31488,疾驶,,
31489,加温,,
31490,奖罚,,
31491,胶布,,
31492,居丧,,
31493,开闸,,
31494,可憎,,
31495,苦役,,
31496,来由,,
31497,利他,,佛源
31498,路数,,
31499,掠影,,
31500,落花流水,,
31501,梦游,,
31502,膜拜,,
31503,难为,,
31504,内蕴,,
31505,能歌善舞,,
31506,呢喃,,
31507,你追我赶,,
31508,逆反,,
31509,扭捏,,
31510,女宾,,
31511,女流,,
31512,漂白,,
31513,品名,,
31514,轻音乐,,外来
31515,清谈,,
31516,秋高气爽,,
31517,求治,,
31518,取闹,,
31519,劝酒,,
31520,人寰,,
31521,人情世故,,
31522,飒飒,,
31523,水彩,,
31524,蓑衣,,
31525,天南地北,,
31526,通风报信,,
31527,同屋,,
31528,铜镜,,
31529,童养媳,,
31530,头盖骨,,
31531,突现,,
31532,退潮,,
31533,挽歌,,
31534,唯唯诺诺,,
31535,物业管理,,
31536,遐思,,
31537,消受,,佛源
31538,消停,,佛源
31539,销货,,
31540,小腹,,
31541,兴师动众,,
31542,雄蕊,,
31543,轩昂,,
31544,血泡,,
31545,迅疾,,
31546,烟灰缸,,
31547,腌制,,
31548,沿边儿,,
31549,砚台,,
31550,养性,,
31551,一刀两断,,佛源
31552,一言难尽,,
31553,噫,,
31554,迤逦,,
31555,益发,,
31556,阴阳先生,,
31557,硬撑,,
31558,油渍,,
31559,幼童,,
31560,欲火,,
31561,再娶,,
31562,棕油,,
31563,张狂,,
31564,正儿八经,,
31565,直系亲属,,
31566,只消,,
31567,指名,,
31568,中间人,,
31569,骤雨,,
31570,扮相,,
31571,暴跳,,
31572,爆炸性,,
31573,冰窖,,
31574,查缴,,
31575,碴儿,,
31576,抽水马桶,,
31577,初版,,
31578,闯关,,
31579,大包大揽,,
31580,党团员,,
31581,点拨,,
31582,电视塔,,
31583,顶礼膜拜,,
31584,独揽,,
31585,短片,,
31586,短语,,
31587,对得住,,
31588,多年生,,
31589,饭量,,
31590,干裂,,
31591,刚烈,,
31592,高论,,
31593,歌迷,,
31594,恭迎,,
31595,古雅,,
31596,古猿,,
31597,谷类,,
31598,归真,,佛源
31599,国际儿童节,,
31600,过得硬,,
31601,含苞,,
31602,红白喜事,,
31603,话茬儿,,
31604,黄羊,,
31605,火药味,,
31606,挤兑,,
31607,计算机病毒,,
31608,叫门,,
31609,尽人皆知,,
31610,竞买,,
31611,久负盛名,,
31612,口若悬河,,
31613,乐天,,
31614,历久,,
31615,猎狗,,
31616,零度,,
31617,零头,,
31618,马刺,,
31619,盲文,,
31620,泌尿,,
31621,密约,,
31622,脑瘫,,
31623,脑血栓,,
31624,霓虹,,外来
31625,碾盘,,
31626,浓绿,,
31627,扒手,,
31628,泡桐,,
31629,皮层,,
31630,拼接,,
31631,品级,,
31632,骑射,,
31633,气话,,
31634,晴好,,
31635,球衣,,
31636,趣闻,,
31637,仁兄,,
31638,荣登,,
31639,入队,,
31640,三心二意,,
31641,沙雕,,
31642,石印,,
31643,食料,,
31644,事不宜迟,,
31645,寿衣,,
31646,暑气,,
31647,水禽,,
31648,水头,,
31649,水鸭,,
31650,速效,,
31651,损益,,
31652,天长日久,,
31653,同仇敌忾,,
31654,童装,,
31655,偷漏,,
31656,突显,,
31657,拖沓,,
31658,脱俗,,
31659,唾骂,,
31660,瓦盆,,
31661,外族,,
31662,为非作歹,,
31663,问询,,
31664,下半夜,,
31665,贤妻良母,,
31666,贤人,,佛源
31667,消灾,,
31668,小数,,
31669,小天地,,
31670,心曲,,
31671,选段,,
31672,学步,,
31673,咽气,,
31674,咬文嚼字,,
31675,银根,,
31676,影碟,,
31677,影碟机,,
31678,游园会,,
31679,玉米面,,
31680,云团,,
31681,运能,,
31682,早逝,,
31683,张口结舌,,
31684,整备,,
31685,支局,,日源
31686,职校,,
31687,踯躅,,
31688,至爱,,
31689,重载,,
31690,追述,,
31691,坠地,,
31692,紫藤,,
31693,自产,,
31694,自作聪明,,
31695,组员,,日源
31696,摆架子,,
31697,班会,,
31698,包围圈,,
31699,闭关自守,,
31700,避重就轻,,
31701,编织袋,,
31702,标点符号,,
31703,城壕,,
31704,冲顶,,
31705,船工,,
31706,捶打,,
31707,淳厚,,
31708,顶用,,
31709,定岗,,
31710,笃信,,
31711,对打,,
31712,烦乱,,
31713,反唇相讥,,
31714,反潜,,
31715,分拣,,
31716,分税制,,
31717,峰值,,
31718,佛堂,,
31719,感激涕零,,
31720,各显神通,,
31721,孤傲,,
31722,孤立无援,,
31723,观光农业,,
31724,光焰,,佛源
31725,过起,,
31726,海难,,
31727,航速,,
31728,护路,,
31729,欢歌笑语,,
31730,缓急,,
31731,教具,,
31732,戒律,,佛源
31733,进价,,
31734,惊世骇俗,,
31735,精练,,
31736,开怀大笑,,
31737,扩音器,,
31738,拉拉扯扯,,
31739,懒汉,,
31740,理亏,,佛源
31741,猎捕,,
31742,露一手,,
31743,绿茵场,,
31744,乱来,,
31745,麻油,,
31746,脉动,,
31747,蟒蛇,,
31748,迷你,,
31749,盘古,,
31750,判若两人,,
31751,膨大,,
31752,姘头,,
31753,樵夫,,
31754,青纱帐,,
31755,轻举妄动,,
31756,乳腺,,
31757,姗姗,,
31758,商战,,
31759,身强力壮,,
31760,渗水,,
31761,市情,,
31762,嗜酒,,
31763,搜身,,
31764,俗套,,
31765,探照灯,,
31766,堂倌,,
31767,特例,,
31768,提篮,,
31769,天分,,
31770,天旱,,
31771,调谐,,
31772,铁饼,,
31773,铁水,,
31774,偷生,,
31775,头筹,,
31776,透析,,
31777,屠户,,
31778,为限,,
31779,为国捐躯,,
31780,无所不包,,
31781,稀世,,
31782,显贵,,
31783,香花,,
31784,丰胸,,
31785,小聪明,,
31786,选贤,,
31787,寻呼机,,
31788,驯鹿,,
31789,言不由衷,,
31790,演算,,
31791,洋娃娃,,
31792,夜猫子,,
31793,移情,,
31794,以逸待劳,,
31795,异体,,
31796,译著,,
31797,银两,,
31798,硬汉,,
31799,油布,,
31800,云烟,,
31801,占领军,,
31802,找钱,,
31803,震响,,
31804,知人善任,,
31805,滞洪,,
31806,中长跑,,
31807,种植园,,
31808,专集,,
31809,转述,,
31810,撰稿,,
31811,自然力,,日源
31812,安适,,
31813,败局,,
31814,帮闲,,
31815,宾朋,,
31816,薄暮,,
31817,彩民,,
31818,茶场,,
31819,长吁短叹,,
31820,趁热打铁,,
31821,澄澈,,
31822,嗤之以鼻,,
31823,驰援,,
31824,打柴,,
31825,大黄鱼,,
31826,弹丸,,
31827,登峰造极,,
31828,帝王将相,,
31829,半工半读,,
31830,二锅头,,
31831,纺车,,
31832,公事公办,,
31833,孤儿院,,
31834,行规,,
31835,豪绅,,
31836,合抱,,
31837,黑漆漆,,
31838,后心,,
31839,呼风唤雨,,
31840,花红,,
31841,讳莫如深,,
31842,惑众,,
31843,坚贞,,
31844,捡拾,,
31845,剑客,,
31846,健步,,
31847,僵直,,
31848,交割,,
31849,胶体,,
31850,解难,jiě nán,
31851,借条,,
31852,惧色,,
31853,朗声,,
31854,力挽狂澜,,
31855,立春,,
31856,满山遍野,,
31857,秘史,,
31858,女式,,
31859,蟠龙,,
31860,滂沱,,
31861,抛掷,,
31862,蒲团,,
31863,强加于人,,
31864,倾慕,,
31865,情有可原,,
31866,儒生,,
31867,若何,,
31868,撒野,,
31869,塞车,,
31870,三足鼎立,,
31871,赏脸,,
31872,生事,,
31873,失窃,,
31874,试管婴儿,shì guǎn yīng ér,
31875,收礼,,
31876,宿将,,
31877,堂弟,,
31878,糖类,,
31879,逃匿,,
31880,体悟,,佛源
31881,田产,,
31882,洗白,,
31883,铁环,,
31884,铁证,,
31885,通顺,,
31886,弯道,,
31887,无干,,
31888,午时,,
31889,细毛,,
31890,象牙塔,,
31891,新长征,,
31892,须发,,
31893,悬案,,
31894,血债,,
31895,严惩不贷,,
31896,一语道破,,
31897,以身殉职,,
31898,呓语,,
31899,荫凉,,
31900,优育,,
31901,油滑,,
31902,油盐酱醋,,
31903,拍档,,
31904,鱿鱼,,
31905,游轮,,
31906,与世长辞,,
31907,浴巾,,
31908,晕头转向,,
31909,眨眼间,,
31910,着,zháo,
31911,折子戏,,
31912,至深,,
31913,智囊,,
31914,众怒,,
31915,注音,,
31916,字音,,
31917,足印,,
31918,嘴皮子,,
31919,爱面子,,
31920,扒拉,bā la,
31921,百合花,,
31922,表面积,,
31923,博物,,
31924,参赌,,
31925,草纸,,
